description,category
Netflix family plan,Entertainment
Taco Bell midnight snack,Food
Electricity bill monthly,Utilities
Amazon fashion accessories,Shopping
IHOP breakfast,Food
Train fare weekend trip,Transport
Giant grocery shopping,Grocery
Fitness band purchase,Fitness
HBO Max subscription,Entertainment
McDonald's coffee and fries,Food
Utility bill monthly,Utilities
Nordstrom shoes,Shopping
Panera bread sandwich,Food
Taxi fare to airport,Transport
Costco bulk groceries,Grocery
Weight bench,Fitness
Amazon movie download,Entertainment
McDonald's iced coffee,Food
Utility meter reading,Utilities
Old Navy hoodie,Shopping
Starbucks coffee order,Food
Gas station payment,Transport
Safeway grocery trip,Grocery
Yoga mat purchase,Fitness
Netflix movie rental,Entertainment
Panda Express lunch combo,Food
Electric bill fee,Utilities
Target clothing purchase,Shopping
Breakfast wrap,Food
Rideshare late night,Transport
Aldi grocery restock,Grocery
Gym day pass,Fitness
Amazon eBook purchase,Entertainment
Lunch burrito,Food
Utility service charge,Utilities
Best Buy computer accessories,Shopping
Dinner with friends,Food
Bus ticket to office,Transport
Whole Foods meal prep,Grocery
Workout leggings,Fitness
description,category
Lunch at Chipotle,Food
Uber ride downtown,Transport
Trader Joe’s organic veggies,Grocery
Gym membership monthly,Fitness
Disney+ streaming fee,Entertainment
Pizza Hut takeout,Food
Gas station fill-up,Transport
Water utility bill,Utilities
Gap t-shirt,Shopping
Starbucks morning espresso,Food
Taxi to airport,Transport
Costco groceries purchase,Grocery
Fitness class registration,Fitness
Netflix subscription renewal,Entertainment
McDonald’s fries and nuggets,Food
Electricity bill payment,Utilities
H&M winter coat,Shopping
Domino’s pizza delivery,Food
Uber to office,Transport
Safeway weekly groceries,Grocery
Yoga studio membership,Fitness
Amazon Prime monthly,Entertainment
Burger King combo meal,Food
Monthly gas bill,Utilities
Target household products,Shopping
Breakfast bagel and coffee,Food
Bus fare monthly pass,Transport
Whole Foods fresh produce,Grocery
Workout accessories,Fitness
Hulu monthly subscription,Entertainment
Chipotle burrito bowl,Food
Electric bill monthly fee,Utilities
Best Buy tech gadgets,Shopping
Dinner at Olive Garden,Food
Gas station quick fill-up,Transport
Aldi groceries restock,Grocery
Gym towel and accessories,Fitness
Paramount+ monthly fee,Entertainment
Panera Bread coffee and snack,Food
Water service bill,Utilities
Forever 21 summer collection,Shopping
Breakfast smoothie,Food
Train ticket to NYC,Transport
Trader Joe’s grocery haul,Grocery
Personal training session,Fitness
Amazon Video monthly,Entertainment
KFC family meal,Food
Rent payment monthly,Utilities
Urban Outfitters jacket,Shopping
Starbucks latte,Food
Lyft ride to mall,Transport
Walmart groceries weekly,Grocery
Dumbbell set purchase,Fitness
Netflix entertainment package,Entertainment
Taco Bell midnight snack,Food
Electricity bill charge,Utilities
Amazon fashion order,Shopping
IHOP breakfast,Food
Train fare weekend trip,Transport
Giant grocery shopping trip,Grocery
Fitness tracker purchase,Fitness
HBO Max subscription,Entertainment
McDonald’s coffee and fries,Food
Utility bill monthly,Utilities
Nordstrom shoes purchase,Shopping
Panera bread sandwich,Food
Taxi fare to airport,Transport
Costco bulk groceries,Grocery
Weight bench purchase,Fitness
Amazon movie download,Entertainment
McDonald’s iced coffee,Food
Utility meter reading,Utilities
Old Navy hoodie,Shopping
Starbucks coffee order,Food
Gas station payment,Transport
Safeway grocery trip,Grocery
Yoga mat and accessories,Fitness
Netflix movie rental,Entertainment
Panda Express dinner,Food
Electricity payment,Utilities
Target clothing purchase,Shopping
Breakfast wrap,Food
Rideshare home,Transport
Aldi grocery restock,Grocery
Gym day pass fee,Fitness
Amazon eBook purchase,Entertainment
Lunch burrito bowl,Food
Utility service charge,Utilities
Best Buy computer accessories,Shopping
Dinner at restaurant,Food
Bus ticket daily,Transport
Whole Foods organic meal,Grocery
Workout clothes purchase,Fitness
description,category
Lunch at Panera,Food
Lyft ride home,Transport
Trader Joe’s fresh fruits,Grocery
Fitness class fee,Fitness
Disney+ monthly subscription,Entertainment
Pizza Hut dinner,Food
Gas station fill-up,Transport
Water bill monthly,Utilities
Gap jeans,Shopping
Starbucks morning espresso,Food
Taxi to airport,Transport
Costco groceries bulk,Grocery
Gym membership renewal,Fitness
Netflix streaming fee,Entertainment
McDonald’s fries,Food
Electric bill payment,Utilities
H&M jacket,Shopping
Domino’s pizza delivery,Food
Uber to work,Transport
Safeway weekly groceries,Grocery
Yoga studio drop-in,Fitness
Amazon Prime subscription,Entertainment
Burger King lunch deal,Food
Monthly gas payment,Utilities
Target household items,Shopping
Breakfast bagel,Food
Bus fare daily,Transport
Whole Foods organic goods,Grocery
Workout gear,Fitness
Hulu subscription,Entertainment
Chipotle lunch,Food
Electricity bill,Utilities
Best Buy tech gadgets,Shopping
Dinner at Olive Garden,Food
Gas station quick stop,Transport
Aldi groceries weekly,Grocery
Gym towel and accessories,Fitness
Paramount+ entertainment fee,Entertainment
Panera Bread coffee and snack,Food
Water service bill,Utilities
Forever 21 summer collection,Shopping
Breakfast smoothie,Food
Train ticket to city,Transport
Trader Joe’s grocery haul,Grocery
Personal trainer session,Fitness
Amazon Video monthly,Entertainment
KFC family meal,Food
Rent payment,Utilities
Urban Outfitters jacket,Shopping
Starbucks latte,Food
Lyft ride to mall,Transport
Walmart groceries and snacks,Grocery
Dumbbell set purchase,Fitness
Netflix family plan,Entertainment
Taco Bell midnight snack,Food
Electricity bill monthly,Utilities
Amazon fashion accessories,Shopping
IHOP breakfast,Food
Train fare weekend trip,Transport
Giant grocery shopping,Grocery
Fitness band purchase,Fitness
HBO Max subscription,Entertainment
McDonald’s coffee and fries,Food
Utility bill monthly,Utilities
Nordstrom shoes,Shopping
Panera bread sandwich,Food
Taxi fare to airport,Transport
Costco bulk groceries,Grocery
Weight bench,Fitness
Amazon movie download,Entertainment
McDonald’s iced coffee,Food
Utility meter reading,Utilities
Old Navy hoodie,Shopping
Starbucks coffee order,Food
Gas station payment,Transport
Safeway grocery trip,Grocery
Yoga mat purchase,Fitness
Netflix movie rental,Entertainment
Panda Express lunch combo,Food
Electric bill fee,Utilities
Target clothing purchase,Shopping
Breakfast wrap,Food
Rideshare late night,Transport
Aldi grocery restock,Grocery
Gym day pass,Fitness
Amazon eBook purchase,Entertainment
Lunch burrito,Food
Utility service charge,Utilities
Best Buy computer accessories,Shopping
Dinner with friends,Food
Bus ticket to office,Transport
Whole Foods meal prep,Grocery
Workout leggings,Fitness
description,category
Lunch at Chipotle,Food
Uber ride downtown,Transport
Trader Joe’s organic veggies,Grocery
Gym membership monthly,Fitness
Disney+ streaming fee,Entertainment
Pizza Hut takeout,Food
Gas station fill-up,Transport
Water utility bill,Utilities
Gap t-shirt,Shopping
Starbucks morning espresso,Food
Taxi to airport,Transport
Costco groceries purchase,Grocery
Fitness class registration,Fitness
Netflix subscription renewal,Entertainment
McDonald’s fries and nuggets,Food
Electricity bill payment,Utilities
H&M winter coat,Shopping
Domino’s pizza delivery,Food
Uber to office,Transport
Safeway weekly groceries,Grocery
Yoga studio membership,Fitness
Amazon Prime monthly,Entertainment
Burger King combo meal,Food
Monthly gas bill,Utilities
Target household products,Shopping
Breakfast bagel and coffee,Food
Bus fare monthly pass,Transport
Whole Foods fresh produce,Grocery
Workout accessories,Fitness
Hulu monthly subscription,Entertainment
Chipotle burrito bowl,Food
Electric bill monthly fee,Utilities
Best Buy tech gadgets,Shopping
Dinner at Olive Garden,Food
Gas station quick fill-up,Transport
Aldi groceries restock,Grocery
Gym towel and accessories,Fitness
Paramount+ monthly fee,Entertainment
Panera Bread coffee and snack,Food
Water service bill,Utilities
Forever 21 summer collection,Shopping
Breakfast smoothie,Food
Train ticket to NYC,Transport
Trader Joe’s grocery haul,Grocery
Personal training session,Fitness
Amazon Video monthly,Entertainment
KFC family meal,Food
Rent payment monthly,Utilities
Urban Outfitters jacket,Shopping
Starbucks latte,Food
Lyft ride to mall,Transport
Walmart groceries weekly,Grocery
Dumbbell set purchase,Fitness
Netflix entertainment package,Entertainment
Taco Bell midnight snack,Food
Electricity bill charge,Utilities
Amazon fashion order,Shopping
IHOP breakfast,Food
Train fare weekend trip,Transport
Giant grocery shopping trip,Grocery
Fitness tracker purchase,Fitness
HBO Max subscription,Entertainment
McDonald’s coffee and fries,Food
Utility bill monthly,Utilities
Nordstrom shoes purchase,Shopping
Panera bread sandwich,Food
Taxi fare to airport,Transport
Costco bulk groceries,Grocery
Weight bench purchase,Fitness
Amazon movie download,Entertainment
McDonald’s iced coffee,Food
Utility meter reading,Utilities
Old Navy hoodie,Shopping
Starbucks coffee order,Food
Gas station payment,Transport
Safeway grocery trip,Grocery
Yoga mat and accessories,Fitness
Netflix movie rental,Entertainment
Panda Express dinner,Food
Electricity payment,Utilities
Target clothing purchase,Shopping
Breakfast wrap,Food
Rideshare home,Transport
Aldi grocery restock,Grocery
Gym day pass fee,Fitness
Amazon eBook purchase,Entertainment
Lunch burrito bowl,Food
Utility service charge,Utilities
Best Buy computer accessories,Shopping
Dinner at restaurant,Food
Bus ticket daily,Transport
Whole Foods organic meal,Grocery
Workout clothes purchase,Fitness
description,category
Lunch at Panera,Food
Lyft ride home,Transport
Trader Joe’s fresh fruits,Grocery
Fitness class fee,Fitness
Disney+ monthly subscription,Entertainment
Pizza Hut dinner,Food
Gas station fill-up,Transport
Water bill monthly,Utilities
Gap jeans,Shopping
Starbucks morning espresso,Food
Taxi to airport,Transport
Costco groceries bulk,Grocery
Gym membership renewal,Fitness
Netflix streaming fee,Entertainment
McDonald’s fries,Food
Electric bill payment,Utilities
H&M jacket,Shopping
Domino’s pizza delivery,Food
Uber to work,Transport
Safeway weekly groceries,Grocery
Yoga studio drop-in,Fitness
Amazon Prime subscription,Entertainment
Burger King lunch deal,Food
Monthly gas payment,Utilities
Target household items,Shopping
Breakfast bagel,Food
Bus fare daily,Transport
Whole Foods organic goods,Grocery
Workout gear,Fitness
Hulu subscription,Entertainment
Chipotle lunch,Food
Electricity bill,Utilities
Best Buy tech gadgets,Shopping
Dinner at Olive Garden,Food
Gas station quick stop,Transport
Aldi groceries weekly,Grocery
Gym towel and accessories,Fitness
Paramount+ entertainment fee,Entertainment
Panera Bread coffee and snack,Food
Water service bill,Utilities
Forever 21 summer collection,Shopping
Breakfast smoothie,Food
Train ticket to city,Transport
Trader Joe’s grocery haul,Grocery
Personal trainer session,Fitness
Amazon Video monthly,Entertainment
KFC family meal,Food
Rent payment,Utilities
Urban Outfitters jacket,Shopping
Starbucks latte,Food
Lyft ride to mall,Transport
Walmart groceries and snacks,Grocery
Dumbbell set purchase,Fitness
Netflix family plan,Entertainment
Taco Bell midnight snack,Food
Electricity bill monthly,Utilities
Amazon fashion accessories,Shopping
IHOP breakfast,Food
Train fare weekend trip,Transport
Giant grocery shopping,Grocery
Fitness band purchase,Fitness
HBO Max subscription,Entertainment
McDonald’s coffee and fries,Food
Utility bill monthly,Utilities
Nordstrom shoes,Shopping
Panera bread sandwich,Food
Taxi fare to airport,Transport
Costco bulk groceries,Grocery
Weight bench,Fitness
Amazon movie download,Entertainment
McDonald’s iced coffee,Food
Utility meter reading,Utilities
Old Navy hoodie,Shopping
Starbucks coffee order,Food
Gas station payment,Transport
Safeway grocery trip,Grocery
Yoga mat purchase,Fitness
Netflix movie rental,Entertainment
Panda Express lunch combo,Food
Electric bill fee,Utilities
Target clothing purchase,Shopping
Breakfast wrap,Food
Rideshare late night,Transport
Aldi grocery restock,Grocery
Gym day pass,Fitness
Amazon eBook purchase,Entertainment
Lunch burrito,Food
Utility service charge,Utilities
Best Buy computer accessories,Shopping
Dinner with friends,Food
Bus ticket to office,Transport
Whole Foods meal prep,Grocery
Workout leggings,Fitness
description,category
Breakfast at Dunkin’,Food
Uber ride to gym,Transport
Costco organic veggies,Grocery
Fitness equipment purchase,Fitness
HBO subscription,Entertainment
Dinner at Cheesecake Factory,Food
Gas refill at Exxon,Transport
Monthly water payment,Utilities
Zara summer top,Shopping
Starbucks afternoon coffee,Food
Taxi to concert,Transport
Trader Joe’s snack haul,Grocery
Personal training session,Fitness
Netflix documentary rental,Entertainment
McDonald’s breakfast combo,Food
Electric bill online payment,Utilities
H&M summer dress,Shopping
Domino’s pizza and wings,Food
Uber to doctor,Transport
Safeway dairy products,Grocery
Yoga class pack,Fitness
Amazon Prime Video subscription,Entertainment
Burger King value meal,Food
Monthly propane bill,Utilities
Target electronics purchase,Shopping
Bagel and cream cheese,Food
Bus fare for commute,Transport
Whole Foods organic dairy,Grocery
Resistance bands purchase,Fitness
Hulu account payment,Entertainment
Chipotle family dinner,Food
Electric bill late fee,Utilities
Best Buy new laptop,Shopping
Dinner at Red Lobster,Food
Gas station quick stop,Transport
Aldi frozen meals,Grocery
Gym membership upgrade,Fitness
Paramount+ family plan,Entertainment
Panera Bread breakfast,Food
Water bill adjustment,Utilities
Forever 21 sale purchase,Shopping
Fruit smoothie,Food
Train ticket to beach,Transport
Trader Joe’s holiday shopping,Grocery
Crossfit class fee,Fitness
Amazon audiobook purchase,Entertainment
KFC snack bucket,Food
Rent late payment fee,Utilities
Urban Outfitters jacket sale,Shopping
Starbucks holiday blend,Food
Lyft to airport terminal,Transport
Walmart party supplies,Grocery
Yoga retreat fee,Fitness
Netflix movie marathon,Entertainment
Taco Bell quick bite,Food
Electric bill overage fee,Utilities
Amazon fashion haul,Shopping
IHOP weekend brunch,Food
Train fare to mountains,Transport
Giant fresh produce shopping,Grocery
Gym gear purchase,Fitness
HBO Max family plan,Entertainment
McDonald’s drive-thru meal,Food
Utility company maintenance charge,Utilities
Nordstrom sale shoes,Shopping
Panera bread lunch special,Food
Taxi fare home,Transport
Costco holiday shopping,Grocery
Weightlifting accessories,Fitness
Amazon new release movie,Entertainment
McDonald’s coffee refill,Food
Utility meter recalibration,Utilities
Old Navy winter coat,Shopping
Starbucks seasonal drink,Food
Gas station fuel card,Transport
Safeway organic food haul,Grocery
Yoga block purchase,Fitness
Netflix new release rental,Entertainment
Panda Express lunch special,Food
Electric bill auto pay,Utilities
Target back-to-school shopping,Shopping
Breakfast burrito,Food
Rideshare home late night,Transport
Aldi organic groceries,Grocery
Gym day pass purchase,Fitness
Amazon Kindle book download,Entertainment
Lunch salad,Food
Utility service restoration fee,Utilities
Best Buy computer upgrade,Shopping
Dinner at local diner,Food
Bus ticket monthly pass,Transport
Whole Foods vegan snacks,Grocery
Workout shoes purchase,Fitness
description,category
Lunch at Starbucks,Food
Uber ride to work,Transport
Trader Joe’s fresh herbs,Grocery
Fitness tracker band,Fitness
Disney+ kids subscription,Entertainment
Pizza Hut lunch special,Food
Gas station diesel fill-up,Transport
Monthly sewage bill,Utilities
Gap workout pants,Shopping
Starbucks vanilla latte,Food
Taxi to movie theater,Transport
Costco meat purchase,Grocery
Gym personal training,Fitness
Netflix kids profile,Entertainment
McDonald’s apple pie,Food
Electric bill paperless payment,Utilities
H&M fashion accessories,Shopping
Domino’s garlic bread,Food
Uber to dentist,Transport
Safeway bakery items,Grocery
Yoga pants purchase,Fitness
Amazon Prime monthly fee,Entertainment
Burger King breakfast combo,Food
Monthly oil bill,Utilities
Target toy purchase,Shopping
Bagel with butter,Food
Bus fare evening,Transport
Whole Foods organic juices,Grocery
Dumbbell weight set,Fitness
Hulu TV subscription,Entertainment
Chipotle tacos,Food
Electric bill refund,Utilities
Best Buy gaming headset,Shopping
Dinner at P.F. Chang’s,Food
Gas station snack purchase,Transport
Aldi dairy products,Grocery
Gym locker rental,Fitness
Paramount+ annual plan,Entertainment
Panera Bread lunch salad,Food
Water meter installation,Utilities
Forever 21 clearance sale,Shopping
Fruit cup,Food
Train ticket weekend trip,Transport
Trader Joe’s seasonal items,Grocery
Pilates class fee,Fitness
Amazon digital movie,Entertainment
KFC spicy wings,Food
Rent security deposit,Utilities
Urban Outfitters sale shoes,Shopping
Starbucks caramel macchiato,Food
Lyft to conference,Transport
Walmart cleaning supplies,Grocery
Yoga class package,Fitness
Netflix holiday special,Entertainment
Taco Bell cheesy fiesta,Food
Electric bill surcharge,Utilities
Amazon clothing order,Shopping
IHOP kids meal,Food
Train fare business trip,Transport
Giant organic vegetables,Grocery
Fitness gym bag,Fitness
HBO Max kids package,Entertainment
McDonald’s ice cream cone,Food
Utility company repair fee,Utilities
Nordstrom handbag purchase,Shopping
Panera Bread breakfast sandwich,Food
Taxi to friends’ house,Transport
Costco monthly membership,Grocery
Weightlifting belt,Fitness
Amazon concert ticket,Entertainment
McDonald’s breakfast muffin,Food
Utility meter inspection,Utilities
Old Navy summer shorts,Shopping
Starbucks peppermint mocha,Food
Gas station convenience store,Transport
Safeway organic bread,Grocery
Yoga block and strap,Fitness
Netflix documentary series,Entertainment
Panda Express orange chicken,Food
Electric bill paper statement,Utilities
Target home decor,Shopping
Breakfast muffin,Food
Rideshare to gym,Transport
Aldi fresh meat,Groceries
Gym fitness tracker,Fitness
Amazon music purchase,Entertainment
Lunch sandwich,Food
Utility service inspection,Utilities
Best Buy smart TV,Shopping
Dinner at sushi bar,Food
Bus ticket weekend,Transport
Whole Foods salad bar,Grocery
Workout water bottle,Fitness
